,paper_id,outdegree,sum_outdegrees_successors,avg_outdegree_successors
5031,9802190,10,185,18.5
5032,9803254,15,264,17.6
5033,9903028,15,314,20.933333333333334
5034,9905139,12,215,17.916666666666668
5035,3234,18,302,16.77777777777778
5036,9411140,0,0,0.0
5037,9806198,9,111,12.333333333333334
5038,9911026,15,296,19.733333333333334
5039,3235,23,1031,44.82608695652174
5040,9803167,47,1239,26.361702127659573
5041,9807076,11,180,16.363636363636363
5042,9901106,11,308,28.0
5043,9906057,28,576,20.571428571428573
5044,3236,12,324,27.0
5045,3239,1,5,5.0
5046,9603176,5,38,7.6
5047,3240,26,681,26.192307692307693
5048,9707139,10,143,14.3
5049,9712075,30,805,26.833333333333332
5050,9811021,28,764,27.285714285714285
5051,9812188,35,1012,28.914285714285715
5052,3241,20,425,21.25
5053,9703070,18,509,28.27777777777778
5054,9707258,15,252,16.8
5055,9711117,16,244,15.25
5056,9712187,8,146,18.25
5057,9803103,22,899,40.86363636363637
5058,9912184,23,1537,66.82608695652173
5059,3242,26,537,20.653846153846153
5060,9506064,23,75,3.260869565217391
5061,9805006,18,397,22.055555555555557
5062,3243,5,58,11.6
5063,9410115,0,0,0.0
5064,9712119,2,1,0.5
5065,9712124,9,43,4.777777777777778
5066,9810080,9,41,4.555555555555555
5067,3244,7,186,26.571428571428573
5068,9804106,7,19,2.7142857142857144
5069,9805032,7,27,3.857142857142857
5070,3245,31,584,18.838709677419356
5071,9607239,12,97,8.083333333333334
5072,9701158,6,44,7.333333333333333
5073,9805055,4,27,6.75
5074,9806009,78,1600,20.512820512820515
5075,3246,7,24,3.4285714285714284
5076,9301015,3,0,0.0
5077,9301047,6,6,1.0
5078,9509125,1,0,0.0
5079,9702095,3,4,1.3333333333333333
5080,9805215,4,7,1.75
5081,9907057,7,18,2.5714285714285716
5082,3247,5,22,4.4
5083,9811090,8,28,3.5
5084,3249,11,299,27.181818181818183
5085,9806133,16,252,15.75
5086,9903067,15,353,23.533333333333335
5087,9909220,6,89,14.833333333333334
5088,9910222,64,1882,29.40625
5089,3250,5,21,4.2
5090,9403175,5,16,3.2
5091,9607198,5,61,12.2
5092,9609196,6,66,11.0
5093,9811144,2,2,1.0
5094,9901113,3,16,5.333333333333333
5095,3251,20,1249,62.45
5096,3252,5,44,8.8
5097,9610141,5,10,2.0
5098,9704073,0,0,0.0
5099,9707009,29,197,6.793103448275862
5100,3253,3,42,14.0
5101,9809101,12,74,6.166666666666667
5102,9811184,2,3,1.5
5103,3254,1,0,0.0
5104,9405135,0,0,0.0
5105,3255,16,46,2.875
5106,9302116,1,0,0.0
5107,9406212,6,5,0.8333333333333334
5108,9409004,2,1,0.5
5109,9411081,5,4,0.8
5110,9412042,3,3,1.0
5111,9511010,1,0,0.0
5112,9512097,0,0,0.0
5113,9706070,2,1,0.5
5114,9706193,2,2,1.0
5115,9708032,2,1,0.5
5116,9708121,0,0,0.0
5117,9711061,13,34,2.6153846153846154
5118,9712134,5,10,2.0
5119,9810049,3,6,2.0
5120,9908100,22,614,27.90909090909091
5121,3257,5,7,1.4
5122,9401020,0,0,0.0
5123,9903070,0,0,0.0
5124,9904047,1,0,0.0
5125,9909142,2,1,0.5
5126,9910151,4,5,1.25
5127,3258,1,2,2.0
5128,9503112,2,5,2.5
5129,3259,5,12,2.4
5130,9504130,1,1,1.0
5131,9808058,3,14,4.666666666666667
5132,9907091,4,22,5.5
5133,3261,26,511,19.653846153846153
5134,9305139,0,0,0.0
5135,9308052,6,10,1.6666666666666667
5136,9711127,30,575,19.166666666666668
5137,9803090,41,911,22.21951219512195
5138,9803259,38,725,19.07894736842105
5139,9806146,42,784,18.666666666666668
5140,9807127,29,704,24.275862068965516
5141,9808069,26,454,17.46153846153846
5142,9812066,26,545,20.96153846153846
5143,9905161,21,593,28.238095238095237
5144,9911082,17,342,20.11764705882353
5145,3262,20,415,20.75
5146,9405188,12,34,2.8333333333333335
5147,9409111,0,0,0.0
5148,9611040,26,380,14.615384615384615
5149,9711012,26,470,18.076923076923077
5150,9808124,74,1826,24.675675675675677
5151,9908139,16,266,16.625
5152,3263,26,660,25.384615384615383
5153,9506098,7,20,2.857142857142857
5154,3264,10,132,13.2
5155,9503078,14,192,13.714285714285714
5156,9506076,25,390,15.6
5157,9703096,9,35,3.888888888888889
5158,3265,19,322,16.94736842105263
5159,3266,1,6,6.0
5160,3267,1,0,0.0
5161,3268,13,89,6.846153846153846
5162,9307075,1,0,0.0
5163,9311111,3,0,0.0
5164,9401093,8,4,0.5
5165,9411027,2,1,0.5
5166,9412017,2,5,2.5
5167,9509037,2,9,4.5
5168,9510082,6,18,3.0
5169,9510189,7,9,1.2857142857142858
5170,9603064,0,0,0.0
5171,9709047,7,29,4.142857142857143
5172,9908106,26,472,18.153846153846153
5173,3269,35,545,15.571428571428571
5174,9604177,12,152,12.666666666666666
5175,9607236,13,178,13.692307692307692
5176,9804063,9,13,1.4444444444444444
5177,9805067,0,0,0.0
5178,9907034,7,134,19.142857142857142
5179,3270,11,178,16.181818181818183
5180,9408001,1,0,0.0
5181,9409048,5,6,1.2
5182,9709040,3,10,3.3333333333333335
5183,3271,8,117,14.625
5184,9912045,9,93,10.333333333333334
5185,9211121,0,0,0.0
5186,9411049,10,24,2.4
5187,9601162,7,65,9.285714285714286
5188,9607202,14,146,10.428571428571429
5189,9904116,16,369,23.0625
5190,3273,10,286,28.6
5191,3275,6,153,25.5
5192,9811094,5,21,4.2
5193,9908156,8,30,3.75
5194,3276,10,59,5.9
5195,9211066,0,0,0.0
5196,9308053,1,0,0.0
5197,9309118,1,0,0.0
5198,9411112,11,20,1.8181818181818181
5199,9502060,4,15,3.75
5200,9601051,16,85,5.3125
5201,9812009,6,28,4.666666666666667
5202,3277,10,94,9.4
5203,9404061,3,2,0.6666666666666666
5204,9405051,3,3,1.0
5205,9608048,1,2,2.0
5206,9706012,1,6,6.0
5207,9905135,2,7,3.5
5208,9907224,21,261,12.428571428571429
5209,3278,24,513,21.375
5210,3280,42,1108,26.38095238095238
5211,9309134,0,0,0.0
5212,9907026,44,880,20.0
5213,9908169,7,219,31.285714285714285
5214,9912225,18,499,27.72222222222222
5215,3281,21,522,24.857142857142858
5216,9607164,10,154,15.4
5217,9707214,12,197,16.416666666666668
5218,9804006,58,1566,27.0
5219,9911253,37,875,23.64864864864865
5220,3282,1,5,5.0
5221,9911029,5,44,8.8
5222,3283,1,0,0.0
5223,9911219,0,0,0.0
5224,3284,36,1038,28.833333333333332
5225,9509108,27,303,11.222222222222221
5226,9608108,18,511,28.38888888888889
5227,9609076,17,425,25.0
5228,9702015,14,306,21.857142857142858
5229,9803060,28,533,19.035714285714285
5230,9903023,27,764,28.296296296296298
5231,9905030,36,965,26.805555555555557
5232,9905205,13,378,29.076923076923077
5233,9909071,31,933,30.096774193548388
5234,3285,18,223,12.38888888888889
5235,9508036,5,2,0.4
5236,9609010,0,0,0.0
5237,9703149,2,3,1.5
5238,9703174,22,368,16.727272727272727
5239,9801022,21,131,6.238095238095238
5240,9904016,13,403,31.0
5241,3286,22,413,18.772727272727273
5242,9807111,13,215,16.53846153846154
5243,3287,1,1,1.0
5244,9408100,1,0,0.0
5245,3288,14,78,5.571428571428571
5246,4083,7,24,3.4285714285714284
5247,9307036,1,0,0.0
5248,9309025,2,2,1.0
5249,9402112,1,1,1.0
5250,9503069,3,5,1.6666666666666667
5251,9702062,0,0,0.0
5252,9712088,9,156,17.333333333333332
5253,9807086,3,45,15.0
5254,9809123,4,18,4.5
5255,9811150,10,70,7.0
5256,9902024,6,22,3.6666666666666665
5257,9911235,7,33,4.714285714285714
5258,3289,42,1711,40.73809523809524
5259,9709099,32,758,23.6875
5260,9709123,52,1351,25.98076923076923
5261,9805104,11,420,38.18181818181818
5262,9807225,16,463,28.9375
5263,9809055,22,490,22.272727272727273
5264,3290,14,159,11.357142857142858
5265,9403018,3,3,1.0
5266,9701060,8,46,5.75
5267,9705236,3,7,2.3333333333333335
5268,9706009,3,10,3.3333333333333335
5269,9706066,13,148,11.384615384615385
5270,9706143,28,189,6.75
5271,9707041,6,61,10.166666666666666
5272,9801122,7,54,7.714285714285714
5273,9803184,2,8,4.0
5274,9803200,3,14,4.666666666666667
5275,9807123,13,94,7.230769230769231
5276,9811092,23,210,9.130434782608695
5277,9904146,36,397,11.027777777777779
5278,9909086,11,143,13.0
5279,3291,8,714,89.25
5280,3292,5,43,8.6
5281,9301111,0,0,0.0
5282,9602016,3,2,0.6666666666666666
5283,9609114,1,0,0.0
5284,3293,1,0,0.0
5285,9204070,0,0,0.0
5286,3294,4,170,42.5
5287,3295,7,179,25.571428571428573
5288,9909056,14,836,59.714285714285715
5289,3296,10,32,3.2
5290,9212009,0,0,0.0
5291,9812147,1,3,3.0
5292,9901100,3,3,1.0
5293,9905077,6,13,2.1666666666666665
5294,9908131,6,19,3.1666666666666665
5295,3297,9,52,5.777777777777778
5296,9606007,0,0,0.0
5297,9901010,2,7,3.5
5298,9909033,4,11,2.75
5299,9909221,6,70,11.666666666666666
5300,3298,34,669,19.676470588235293
5301,9209018,0,0,0.0
5302,9304133,0,0,0.0
5303,9812110,10,40,4.0
5304,3299,20,445,22.25
5305,3300,5,66,13.2
5306,3301,3,5,1.6666666666666667
5307,9807151,5,94,18.8
5308,4002,28,531,18.964285714285715
5309,9605018,14,84,6.0
5310,9704034,4,34,8.5
5311,9705123,11,80,7.2727272727272725
5312,9912124,28,658,23.5
5313,9205021,0,0,0.0
5314,9207079,0,0,0.0
5315,9208070,0,0,0.0
5316,9211117,0,0,0.0
5317,9307042,2,0,0.0
5318,9307104,2,0,0.0
5319,9308030,2,0,0.0
5320,4005,13,220,16.923076923076923
5321,4006,8,178,22.25
5322,201211,13,95,7.3076923076923075
5323,9602160,11,49,4.454545454545454
5324,9609219,30,473,15.766666666666667
5325,4007,2,5,2.5
5326,9812101,2,7,3.5
5327,9904107,3,6,2.0
5328,4008,2,5,2.5
5329,9612110,4,11,2.75
5330,9612111,1,4,4.0
5331,4009,36,1540,42.77777777777778
5332,9710247,17,455,26.764705882352942
5333,9711116,8,126,15.75
5334,9803050,16,452,28.25
5335,9901048,26,721,27.73076923076923
5336,9902210,33,922,27.939393939393938
5337,9903038,23,942,40.95652173913044
5338,9905148,15,878,58.53333333333333
5339,9907206,20,1218,60.9
5340,4010,13,61,4.6923076923076925
5341,4153,1,7,7.0
5342,9604128,1,0,0.0
5343,9607174,5,1,0.2
5344,9609128,4,7,1.75
5345,9610128,4,11,2.75
5346,9611004,3,10,3.3333333333333335
5347,9612011,13,93,7.153846153846154
5348,9612013,13,70,5.384615384615385
5349,9709216,2,0,0.0
5350,9801168,0,0,0.0
5351,9803091,7,57,8.142857142857142
5352,9904206,5,28,5.6
5353,9908032,3,17,5.666666666666667
5354,4011,25,1289,51.56
5355,9911119,21,433,20.61904761904762
5356,4012,8,26,3.25
5357,9309060,0,0,0.0
5358,9312173,0,0,0.0
5359,9606053,1,0,0.0
5360,9805168,11,102,9.272727272727273
5361,9806034,7,83,11.857142857142858
5362,4013,37,829,22.405405405405407
5363,4038,43,957,22.25581395348837
5364,9908152,7,157,22.428571428571427
5365,4014,12,155,12.916666666666666
5366,9809002,0,0,0.0
5367,4015,12,211,17.583333333333332
5368,4017,14,310,22.142857142857142
5369,9211030,6,4,0.6666666666666666
5370,4018,1,16,16.0
5371,4019,14,429,30.642857142857142
5372,9203051,0,0,0.0
5373,4020,3,15,5.0
5374,9503023,1,1,1.0
5375,9511060,7,19,2.7142857142857144
5376,9602089,7,19,2.7142857142857144
5377,4021,10,197,19.7
5378,4022,9,286,31.77777777777778
5379,4023,10,348,34.8
5380,9909119,27,595,22.037037037037038
5381,4024,8,196,24.5
5382,4025,10,143,14.3
5383,9912104,38,948,24.94736842105263
5384,4026,15,149,9.933333333333334
5385,9701017,4,6,1.5
5386,9706019,3,6,2.0
5387,9806190,8,44,5.5
5388,9811050,20,176,8.8
5389,9904061,11,59,5.363636363636363
5390,4027,11,208,18.90909090909091
5391,9302080,3,6,2.0
5392,9305125,14,78,5.571428571428571
5393,9811246,7,47,6.714285714285714
5394,9911091,23,679,29.52173913043478
5395,4030,29,1265,43.62068965517241
5396,9803251,34,949,27.91176470588235
5397,4031,4,58,14.5
5398,9407103,2,3,1.5
5399,9604195,6,12,2.0
5400,4032,14,73,5.214285714285714
5401,5122,8,41,5.125
5402,9204057,0,0,0.0
5403,9306017,0,0,0.0
5404,9309147,0,0,0.0
5405,9606162,0,0,0.0
5406,9709135,5,68,13.6
5407,9709205,1,23,23.0
5408,4036,5,62,12.4
5409,9307059,1,6,6.0
5410,9711005,14,354,25.285714285714285
5411,4037,30,1640,54.666666666666664
5412,9202014,0,0,0.0
5413,9406105,9,41,4.555555555555555
5414,9511067,6,33,5.5
5415,9512089,22,362,16.454545454545453
5416,9604168,33,792,24.0
5417,9701053,38,985,25.92105263157895
5418,9904011,35,1143,32.65714285714286
5419,9910244,31,474,15.290322580645162
5420,9206081,0,0,0.0
5421,9902101,34,672,19.764705882352942
5422,4039,24,506,21.083333333333332
5423,9608116,9,104,11.555555555555555
5424,9803260,11,240,21.818181818181817
5425,9904097,12,197,16.416666666666668
5426,9905156,15,306,20.4
5427,9906162,23,418,18.17391304347826
5428,4040,30,879,29.3
5429,9605085,48,916,19.083333333333332
5430,9804184,31,729,23.516129032258064
5431,9805096,29,720,24.82758620689655
5432,9811167,47,1110,23.617021276595743
5433,9812165,20,518,25.9
5434,4041,11,72,6.545454545454546
5435,9406048,0,0,0.0
5436,9611078,4,6,1.5
5437,9902057,8,31,3.875
5438,4043,2,48,24.0
5439,4044,4,35,8.75
5440,9204001,0,0,0.0
5441,9611051,16,148,9.25
5442,9911051,3,29,9.666666666666666
5443,4046,10,33,3.3
5444,102118,3,3,1.0
5445,9703020,3,10,3.3333333333333335
5446,9911141,3,17,5.666666666666667
5447,9911143,3,13,4.333333333333333
5448,9911144,2,3,1.5
5449,9912197,2,6,3.0
5450,9912198,3,9,3.0
5451,9912199,2,9,4.5
5452,9912200,7,34,4.857142857142857
5453,9912201,5,33,6.6
5454,4047,1,3,3.0
5455,4048,13,176,13.538461538461538
5456,9412092,5,9,1.8
5457,9501057,11,24,2.1818181818181817
5458,9605158,5,26,5.2
5459,9611114,0,0,0.0
5460,9611115,0,0,0.0
5461,9611116,0,0,0.0
5462,9701128,35,302,8.628571428571428
5463,9707209,24,140,5.833333333333333
5464,9811191,12,82,6.833333333333333
5465,9902018,45,559,12.422222222222222
5466,4049,35,736,21.02857142857143
5467,9912052,15,163,10.866666666666667
5468,9912077,10,139,13.9
5469,4050,3,16,5.333333333333333
5470,9810236,2,30,15.0
5471,4051,9,65,7.222222222222222
5472,9804103,5,29,5.8
5473,9905204,4,23,5.75
5474,4052,26,596,22.923076923076923
5475,9608034,47,765,16.27659574468085
5476,9608197,8,66,8.25
5477,9705244,7,59,8.428571428571429
5478,9707105,15,105,7.0
5479,9709043,17,232,13.647058823529411
5480,9711080,26,713,27.423076923076923
5481,9711158,20,283,14.15
5482,9801123,24,368,15.333333333333334
5483,9804135,13,335,25.76923076923077
5484,9805111,6,24,4.0
5485,9901017,45,1027,22.822222222222223
5486,4053,3,10,3.3333333333333335
5487,9808130,6,27,4.5
5488,4054,7,77,11.0
5489,9601085,13,103,7.923076923076923
5490,9601097,7,40,5.714285714285714
5491,9605229,18,107,5.944444444444445
5492,9704153,5,53,10.6
5493,9708004,14,131,9.357142857142858
5494,9803164,6,61,10.166666666666666
5495,9902111,14,107,7.642857142857143
5496,4055,4,12,3.0
5497,9203004,0,0,0.0
5498,9507057,4,10,2.5
5499,9612159,1,0,0.0
5500,4056,22,481,21.863636363636363
5501,4057,16,211,13.1875
5502,9502107,1,0,0.0
5503,9610060,5,17,3.4
5504,4058,1,6,6.0
5505,4059,1,2,2.0
5506,4060,2,4,2.0
5507,9907122,2,1,0.5
5508,9912099,2,2,1.0
5509,4061,8,189,23.625
5510,9909095,30,583,19.433333333333334
5511,4062,9,185,20.555555555555557
5512,4063,25,637,25.48
5513,4064,2,15,7.5
5514,4065,1,0,0.0
5515,9910265,0,0,0.0
5516,4066,15,222,14.8
5517,9403073,12,49,4.083333333333333
5518,9406020,4,24,6.0
5519,9408086,8,30,3.75
5520,9412108,17,109,6.411764705882353
5521,9508079,26,256,9.846153846153847
5522,9512182,15,164,10.933333333333334
5523,9610084,47,336,7.148936170212766
5524,9701043,9,123,13.666666666666666
5525,9702026,14,159,11.357142857142858
5526,9704111,15,182,12.133333333333333
5527,9711113,15,114,7.6
5528,9805179,13,162,12.461538461538462
5529,9807144,2,10,5.0
5530,9907171,16,144,9.0
5531,4067,18,840,46.666666666666664
5532,4068,36,976,27.11111111111111
5533,9711081,24,499,20.791666666666668
5534,9804027,29,581,20.03448275862069
5535,9804081,5,93,18.6
5536,9810110,9,148,16.444444444444443
5537,9901072,7,131,18.714285714285715
5538,9911136,41,1420,34.63414634146341
5539,9912241,23,1191,51.78260869565217
5540,4069,1,1,1.0
5541,9901049,1,2,2.0
5542,4070,32,1006,31.4375
5543,9601037,23,274,11.91304347826087
5544,9607193,16,276,17.25
5545,9611017,13,303,23.307692307692307
5546,9703076,21,348,16.571428571428573
5547,9910094,50,1230,24.6
5548,4071,7,118,16.857142857142858
5549,4072,20,560,28.0
5550,9603069,23,336,14.608695652173912
5551,9703056,9,134,14.88888888888889
5552,9711112,15,282,18.8
5553,4073,17,342,20.11764705882353
5554,9611119,26,546,21.0
5555,9805183,1,26,26.0
5556,9901154,2,27,13.5
5557,9902029,4,39,9.75
5558,9902186,5,98,19.6
5559,4074,50,1109,22.18
5560,4075,16,478,29.875
5561,9304037,0,0,0.0
5562,9505074,21,66,3.142857142857143
5563,9509132,51,774,15.176470588235293
5564,9709200,1,5,5.0
5565,9907029,34,863,25.38235294117647
5566,9902200,53,1164,21.962264150943398
5567,4076,15,287,19.133333333333333
5568,9506139,15,118,7.866666666666666
5569,9910118,19,1120,58.94736842105263
5570,4077,42,987,23.5
5571,9310011,5,22,4.4
5572,9602051,18,272,15.11111111111111
5573,9611094,12,176,14.666666666666666
5574,9711067,24,416,17.333333333333332
5575,9711138,47,842,17.914893617021278
5576,9801053,23,573,24.91304347826087
5577,9807173,63,1562,24.793650793650794
5578,9901102,12,270,22.5
5579,4078,14,157,11.214285714285714
5580,9304081,1,0,0.0
5581,9410067,0,0,0.0
5582,9510192,0,0,0.0
5583,9602062,2,29,14.5
5584,9607037,8,15,1.875
5585,9610057,17,51,3.0
5586,9611107,10,150,15.0
5587,9703071,6,38,6.333333333333333
5588,9710179,17,171,10.058823529411764
5589,9811006,19,246,12.947368421052632
5590,4079,2,19,9.5
5591,4080,31,749,24.161290322580644
5592,9607052,4,71,17.75
5593,4081,16,129,8.0625
5594,5077,18,223,12.38888888888889
5595,9306042,0,0,0.0
5596,9405005,2,0,0.0
5597,9710114,18,100,5.555555555555555
5598,9711096,14,78,5.571428571428571
5599,9809194,9,109,12.11111111111111
5600,4082,3,6,2.0
5601,9503187,2,9,4.5
5602,9503188,0,0,0.0
5603,4084,5,31,6.2
5604,9311059,0,0,0.0
5605,9907180,9,44,4.888888888888889
5606,4085,43,979,22.767441860465116
5607,4086,13,323,24.846153846153847
5608,9603126,37,708,19.135135135135137
5609,9702067,9,137,15.222222222222221
5610,4087,37,755,20.405405405405407
5611,9407106,1,0,0.0
5612,9408155,1,0,0.0
5613,9504080,9,48,5.333333333333333
5614,9509130,18,132,7.333333333333333
5615,9603051,23,262,11.391304347826088
5616,9604096,10,71,7.1
5617,9607151,19,193,10.157894736842104
5618,9611097,9,132,14.666666666666666
5619,9701009,20,236,11.8
5620,9706145,16,294,18.375
5621,9707120,43,877,20.3953488372093
5622,9707247,24,609,25.375
5623,9902030,40,912,22.8
5624,9909073,31,506,16.322580645161292
5625,9911112,30,737,24.566666666666666
5626,4088,3,21,7.0
5627,4089,14,159,11.357142857142858
5628,9211053,0,0,0.0
5629,9303108,0,0,0.0
5630,9306044,0,0,0.0
5631,9410117,6,6,1.0
5632,9801046,12,52,4.333333333333333
5633,9804050,20,133,6.65
5634,4090,18,377,20.944444444444443
5635,4091,4,28,7.0
5636,9711189,3,3,1.0
5637,4092,26,855,32.88461538461539
5638,9612131,23,388,16.869565217391305
5639,9702014,14,254,18.142857142857142
5640,9704104,49,839,17.122448979591837
5641,9705199,43,952,22.13953488372093
5642,9805158,30,1165,38.833333333333336
5643,9902033,14,171,12.214285714285714
5644,9906020,12,191,15.916666666666666
5645,9910184,23,634,27.565217391304348
5646,9911094,16,386,24.125
5647,4093,21,415,19.761904761904763
5648,4095,24,564,23.5
5649,4096,12,319,26.583333333333332
5650,9501055,5,46,9.2
5651,9802041,34,762,22.41176470588235
5652,9808087,25,541,21.64
5653,9907067,26,369,14.192307692307692
5654,4098,25,1500,60.0
5655,9610105,47,1069,22.74468085106383
5656,9701088,36,741,20.583333333333332
5657,9812160,55,1434,26.072727272727274
5658,4099,9,45,5.0
5659,9607115,0,0,0.0
5660,9709039,3,6,2.0
5661,9907103,5,21,4.2
5662,4100,21,330,15.714285714285714
5663,9410050,2,1,0.5
5664,9810200,10,266,26.6
5665,4102,22,489,22.227272727272727
5666,4103,43,1199,27.88372093023256
5667,9703194,14,343,24.5
5668,9709159,15,352,23.466666666666665
5669,4104,30,553,18.433333333333334
5670,9812094,13,333,25.615384615384617
5671,4105,6,111,18.5
5672,4106,19,610,32.10526315789474
5673,9904153,36,816,22.666666666666668
5674,4107,10,176,17.6
5675,4108,5,60,12.0
5676,9804192,2,36,18.0
5677,9805059,2,8,4.0
5678,9708081,5,13,2.6
5679,9906144,7,81,11.571428571428571
5680,4110,1,5,5.0
5681,9610020,5,14,2.8
5682,4111,47,1177,25.04255319148936
5683,9608093,33,607,18.393939393939394
5684,9703099,52,945,18.173076923076923
5685,9705024,41,821,20.024390243902438
5686,9707236,21,422,20.095238095238095
5687,4112,11,186,16.90909090909091
5688,4113,12,506,42.166666666666664
5689,4114,36,569,15.805555555555555
5690,4115,32,629,19.65625
5691,4116,5,13,2.6
5692,9206007,0,0,0.0
5693,9305021,1,0,0.0
5694,9607208,4,13,3.25
5695,9806127,8,12,1.5
5696,4117,14,886,63.285714285714285
5697,4118,11,101,9.181818181818182
5698,9603029,0,0,0.0
5699,9611142,1,38,38.0
5700,9709109,11,63,5.7272727272727275
5701,9710205,4,9,2.25
5702,9801024,15,90,6.0
5703,9803133,3,34,11.333333333333334
5704,9805153,9,40,4.444444444444445
5705,9810167,6,48,8.0
5706,9904045,17,102,6.0
5707,9911242,27,183,6.777777777777778
5708,4119,27,342,12.666666666666666
5709,9810248,10,62,6.2
5710,9811044,14,166,11.857142857142858
5711,4120,22,350,15.909090909090908
5712,9407044,4,5,1.25
5713,4121,16,206,12.875
5714,4122,11,79,7.181818181818182
5715,4123,25,1186,47.44
5716,4124,21,601,28.61904761904762
5717,9910251,14,233,16.642857142857142
5718,9408089,7,14,2.0
5719,4127,6,67,11.166666666666666
5720,9209044,0,0,0.0
5721,9503093,0,0,0.0
5722,4128,6,15,2.5
5723,102171,5,10,2.0
5724,9206028,0,0,0.0
5725,9307089,1,0,0.0
5726,4129,6,101,16.833333333333332
5727,9810066,5,176,35.2
5728,9909141,8,107,13.375
5729,4130,16,218,13.625
5730,5099,11,139,12.636363636363637
5731,6242,19,493,25.94736842105263
5732,9509033,2,0,0.0
5733,9605109,8,36,4.5
5734,9702087,5,12,2.4
5735,9802143,7,27,3.857142857142857
5736,9901073,11,224,20.363636363636363
5737,9902081,4,49,12.25
5738,9904186,8,80,10.0
5739,9906244,18,269,14.944444444444445
5740,9910171,5,90,18.0
5741,9911065,21,381,18.142857142857142
5742,9911174,18,719,39.94444444444444
5743,4131,18,444,24.666666666666668
5744,9904048,1,0,0.0
5745,4133,28,646,23.071428571428573
5746,9411170,10,43,4.3
5747,4134,10,229,22.9
5748,9505073,25,204,8.16
5749,9805167,10,110,11.0
5750,4135,8,56,7.0
5751,9611228,1,9,9.0
5752,4136,27,575,21.296296296296298
5753,9702180,17,355,20.88235294117647
5754,9801166,27,754,27.925925925925927
5755,9806177,42,1152,27.428571428571427
5756,9808005,17,330,19.41176470588235
5757,9811024,23,501,21.782608695652176
5758,9811195,21,273,13.0
5759,9812205,30,950,31.666666666666668
5760,9910050,34,593,17.441176470588236
5761,4137,9,28,3.111111111111111
5762,9204044,0,0,0.0
5763,9205111,0,0,0.0
5764,9206061,0,0,0.0
5765,9208047,0,0,0.0
5766,9305038,3,1,0.3333333333333333
5767,4138,3,62,20.666666666666668
5768,4139,2,10,5.0
5769,9903017,5,11,2.2
5770,4140,5,13,2.6
5771,9307117,0,0,0.0
5772,9311065,0,0,0.0
5773,9501107,1,0,0.0
5774,9806163,8,17,2.125
5775,9903018,4,9,2.25
5776,4141,19,813,42.78947368421053
5777,4142,16,490,30.625
5778,5163,15,1080,72.0
5779,4143,10,48,4.8
5780,9602080,3,2,0.6666666666666666
5781,9603054,1,0,0.0
5782,9708045,4,13,3.25
5783,9812069,3,10,3.3333333333333335
5784,9903127,0,0,0.0
5785,9905110,3,4,1.3333333333333333
5786,9906172,1,2,2.0
5787,4144,8,112,14.0
5788,4145,19,202,10.631578947368421
5789,9302046,1,0,0.0
5790,9602009,3,0,0.0
5791,9604181,8,46,5.75
5792,9805109,25,184,7.36
5793,9808104,4,42,10.5
5794,9810212,14,139,9.928571428571429
5795,9904183,14,48,3.4285714285714284
5796,4146,14,319,22.785714285714285
5797,9309106,0,0,0.0
5798,9612201,15,61,4.066666666666666
5799,9510217,3,0,0.0
5800,9701096,3,5,1.6666666666666667
5801,9705153,4,8,2.0
5802,9706107,12,238,19.833333333333332
5803,9707202,37,584,15.783783783783784
5804,9712206,20,296,14.8
5805,9805077,1,0,0.0
5806,9912130,22,471,21.40909090909091
5807,9912272,44,1200,27.272727272727273
5808,4148,42,1279,30.452380952380953
5809,4149,38,861,22.657894736842106
5810,9503097,2,1,0.5
5811,9604084,8,45,5.625
5812,9704013,40,753,18.825
5813,9706049,9,59,6.555555555555555
5814,9912005,1,4,4.0
5815,4150,4,62,15.5
5816,4151,15,1011,67.4
5817,4152,17,190,11.176470588235293
5818,9603117,6,43,7.166666666666667
5819,9710032,12,181,15.083333333333334
5820,9801199,6,36,6.0
5821,9802023,18,232,12.88888888888889
5822,9803229,10,125,12.5
5823,9809182,6,228,38.0
5824,9903245,5,45,9.0
5825,9906176,22,397,18.045454545454547
5826,9908115,19,222,11.68421052631579
5827,4154,11,173,15.727272727272727
5828,9205086,1,0,0.0
5829,9212157,1,0,0.0
5830,9305130,3,13,4.333333333333333
5831,9312081,2,1,0.5
5832,9603149,6,21,3.5
5833,9606188,8,55,6.875
5834,9610087,10,35,3.5
5835,4157,15,238,15.866666666666667
5836,9403188,2,1,0.5
5837,9408038,1,0,0.0
5838,9409183,3,1,0.3333333333333333
5839,9504066,3,1,0.3333333333333333
5840,9807180,10,88,8.8
5841,9906019,11,63,5.7272727272727275
5842,9908112,5,29,5.8
5843,4158,12,115,9.583333333333334
5844,9601039,0,0,0.0
5845,9803063,2,26,13.0
5846,9906129,11,79,7.181818181818182
5847,4159,28,718,25.642857142857142
5848,4160,26,940,36.15384615384615
5849,4161,1,5,5.0
5850,9901163,5,73,14.6
5851,4162,9,31,3.4444444444444446
5852,9306117,0,0,0.0
5853,9403104,4,8,2.0
5854,9404094,4,4,1.0
5855,9406213,8,11,1.375
5856,9503032,1,1,1.0
5857,9509003,1,0,0.0
5858,9703090,3,6,2.0
5859,9706198,9,35,3.888888888888889
5860,4163,16,95,5.9375
5861,9511139,1,2,2.0
5862,9511176,6,7,1.1666666666666667
5863,9612091,1,1,1.0
5864,9702053,2,2,1.0
5865,9810078,8,31,3.875
