,first_365_days,label,label_name
12116,3.0,1,"(0, 10]"
12117,2.0,1,"(0, 10]"
12118,3.0,1,"(0, 10]"
12120,0.0,0,"(-1, 0]"
12121,1.0,1,"(0, 10]"
12123,2.0,1,"(0, 10]"
12124,1.0,1,"(0, 10]"
12125,1.0,1,"(0, 10]"
12127,1.0,1,"(0, 10]"
12128,10.0,1,"(0, 10]"
12129,11.0,2,"(10, 20]"
12131,2.0,1,"(0, 10]"
12132,2.0,1,"(0, 10]"
12133,3.0,1,"(0, 10]"
12134,4.0,1,"(0, 10]"
12135,0.0,0,"(-1, 0]"
12136,17.0,2,"(10, 20]"
12137,7.0,1,"(0, 10]"
12138,2.0,1,"(0, 10]"
12139,0.0,0,"(-1, 0]"
12140,0.0,0,"(-1, 0]"
12141,9.0,1,"(0, 10]"
12142,2.0,1,"(0, 10]"
12143,38.0,3,"(20, 405]"
12144,1.0,1,"(0, 10]"
12145,24.0,3,"(20, 405]"
12146,2.0,1,"(0, 10]"
12147,0.0,0,"(-1, 0]"
12148,23.0,3,"(20, 405]"
12149,7.0,1,"(0, 10]"
12150,4.0,1,"(0, 10]"
12151,0.0,0,"(-1, 0]"
12152,4.0,1,"(0, 10]"
12153,1.0,1,"(0, 10]"
12154,3.0,1,"(0, 10]"
12155,13.0,2,"(10, 20]"
12156,17.0,2,"(10, 20]"
12157,13.0,2,"(10, 20]"
12158,12.0,2,"(10, 20]"
12159,1.0,1,"(0, 10]"
12160,1.0,1,"(0, 10]"
12162,1.0,1,"(0, 10]"
12163,8.0,1,"(0, 10]"
12164,23.0,3,"(20, 405]"
12165,13.0,2,"(10, 20]"
12166,2.0,1,"(0, 10]"
12168,1.0,1,"(0, 10]"
12169,1.0,1,"(0, 10]"
12170,9.0,1,"(0, 10]"
12171,18.0,2,"(10, 20]"
12172,4.0,1,"(0, 10]"
12173,1.0,1,"(0, 10]"
12174,5.0,1,"(0, 10]"
12175,12.0,2,"(10, 20]"
12176,1.0,1,"(0, 10]"
12177,2.0,1,"(0, 10]"
12178,6.0,1,"(0, 10]"
12179,23.0,3,"(20, 405]"
12180,3.0,1,"(0, 10]"
12181,2.0,1,"(0, 10]"
12182,1.0,1,"(0, 10]"
12183,11.0,2,"(10, 20]"
12184,5.0,1,"(0, 10]"
12185,4.0,1,"(0, 10]"
12186,0.0,0,"(-1, 0]"
12188,2.0,1,"(0, 10]"
12189,0.0,0,"(-1, 0]"
12191,1.0,1,"(0, 10]"
12192,2.0,1,"(0, 10]"
12193,6.0,1,"(0, 10]"
12194,5.0,1,"(0, 10]"
12195,15.0,2,"(10, 20]"
12196,3.0,1,"(0, 10]"
12197,2.0,1,"(0, 10]"
12198,51.0,3,"(20, 405]"
12199,3.0,1,"(0, 10]"
12200,4.0,1,"(0, 10]"
12202,4.0,1,"(0, 10]"
12203,2.0,1,"(0, 10]"
12207,1.0,1,"(0, 10]"
12208,0.0,0,"(-1, 0]"
12209,0.0,0,"(-1, 0]"
12210,47.0,3,"(20, 405]"
12211,1.0,1,"(0, 10]"
12212,1.0,1,"(0, 10]"
12213,19.0,2,"(10, 20]"
12214,1.0,1,"(0, 10]"
12215,4.0,1,"(0, 10]"
12216,4.0,1,"(0, 10]"
12217,4.0,1,"(0, 10]"
12218,24.0,3,"(20, 405]"
12219,2.0,1,"(0, 10]"
12220,2.0,1,"(0, 10]"
12221,6.0,1,"(0, 10]"
12222,13.0,2,"(10, 20]"
12223,2.0,1,"(0, 10]"
12224,1.0,1,"(0, 10]"
12225,4.0,1,"(0, 10]"
12226,6.0,1,"(0, 10]"
12227,0.0,0,"(-1, 0]"
12228,0.0,0,"(-1, 0]"
12230,2.0,1,"(0, 10]"
12231,1.0,1,"(0, 10]"
12232,0.0,0,"(-1, 0]"
12233,1.0,1,"(0, 10]"
12234,20.0,2,"(10, 20]"
12235,4.0,1,"(0, 10]"
12236,8.0,1,"(0, 10]"
12237,2.0,1,"(0, 10]"
12238,7.0,1,"(0, 10]"
12239,2.0,1,"(0, 10]"
12240,3.0,1,"(0, 10]"
12241,1.0,1,"(0, 10]"
12242,1.0,1,"(0, 10]"
12243,1.0,1,"(0, 10]"
12244,1.0,1,"(0, 10]"
12245,0.0,0,"(-1, 0]"
12246,1.0,1,"(0, 10]"
12247,1.0,1,"(0, 10]"
12248,17.0,2,"(10, 20]"
12249,1.0,1,"(0, 10]"
12250,4.0,1,"(0, 10]"
12251,55.0,3,"(20, 405]"
12252,0.0,0,"(-1, 0]"
12253,1.0,1,"(0, 10]"
12254,3.0,1,"(0, 10]"
12255,1.0,1,"(0, 10]"
12257,0.0,0,"(-1, 0]"
12258,10.0,1,"(0, 10]"
12259,11.0,2,"(10, 20]"
12260,2.0,1,"(0, 10]"
12262,3.0,1,"(0, 10]"
12263,1.0,1,"(0, 10]"
12264,0.0,0,"(-1, 0]"
12266,11.0,2,"(10, 20]"
12268,3.0,1,"(0, 10]"
12269,2.0,1,"(0, 10]"
12270,2.0,1,"(0, 10]"
101001,6.0,1,"(0, 10]"
101002,1.0,1,"(0, 10]"
101003,8.0,1,"(0, 10]"
101005,0.0,0,"(-1, 0]"
101007,11.0,2,"(10, 20]"
101008,0.0,0,"(-1, 0]"
101009,1.0,1,"(0, 10]"
101010,3.0,1,"(0, 10]"
101011,13.0,2,"(10, 20]"
101012,0.0,0,"(-1, 0]"
101013,16.0,2,"(10, 20]"
101014,20.0,2,"(10, 20]"
101015,1.0,1,"(0, 10]"
101016,14.0,2,"(10, 20]"
101017,0.0,0,"(-1, 0]"
101018,2.0,1,"(0, 10]"
101019,1.0,1,"(0, 10]"
101020,15.0,2,"(10, 20]"
101021,1.0,1,"(0, 10]"
101022,1.0,1,"(0, 10]"
101025,1.0,1,"(0, 10]"
101026,3.0,1,"(0, 10]"
101027,11.0,2,"(10, 20]"
101028,1.0,1,"(0, 10]"
101029,54.0,3,"(20, 405]"
101030,1.0,1,"(0, 10]"
101031,0.0,0,"(-1, 0]"
101032,3.0,1,"(0, 10]"
101033,1.0,1,"(0, 10]"
101034,3.0,1,"(0, 10]"
101035,3.0,1,"(0, 10]"
101036,5.0,1,"(0, 10]"
101037,7.0,1,"(0, 10]"
101038,3.0,1,"(0, 10]"
101039,5.0,1,"(0, 10]"
101041,1.0,1,"(0, 10]"
101042,3.0,1,"(0, 10]"
101043,15.0,2,"(10, 20]"
101044,2.0,1,"(0, 10]"
101045,1.0,1,"(0, 10]"
101046,1.0,1,"(0, 10]"
101049,5.0,1,"(0, 10]"
101051,1.0,1,"(0, 10]"
101053,0.0,0,"(-1, 0]"
101055,4.0,1,"(0, 10]"
101056,1.0,1,"(0, 10]"
101058,2.0,1,"(0, 10]"
101060,7.0,1,"(0, 10]"
101061,3.0,1,"(0, 10]"
101062,3.0,1,"(0, 10]"
101064,1.0,1,"(0, 10]"
101065,3.0,1,"(0, 10]"
101066,0.0,0,"(-1, 0]"
101067,4.0,1,"(0, 10]"
101069,1.0,1,"(0, 10]"
101070,3.0,1,"(0, 10]"
101071,8.0,1,"(0, 10]"
101073,29.0,3,"(20, 405]"
101074,4.0,1,"(0, 10]"
101075,2.0,1,"(0, 10]"
101076,32.0,3,"(20, 405]"
101078,5.0,1,"(0, 10]"
101079,2.0,1,"(0, 10]"
101080,1.0,1,"(0, 10]"
101081,4.0,1,"(0, 10]"
101082,8.0,1,"(0, 10]"
101083,30.0,3,"(20, 405]"
101084,4.0,1,"(0, 10]"
101085,1.0,1,"(0, 10]"
101087,5.0,1,"(0, 10]"
101088,2.0,1,"(0, 10]"
101089,7.0,1,"(0, 10]"
101090,1.0,1,"(0, 10]"
101091,11.0,2,"(10, 20]"
101092,4.0,1,"(0, 10]"
101093,8.0,1,"(0, 10]"
101095,4.0,1,"(0, 10]"
101096,12.0,2,"(10, 20]"
101097,7.0,1,"(0, 10]"
101099,1.0,1,"(0, 10]"
101100,3.0,1,"(0, 10]"
101101,2.0,1,"(0, 10]"
101102,13.0,2,"(10, 20]"
101103,0.0,0,"(-1, 0]"
101104,2.0,1,"(0, 10]"
101105,8.0,1,"(0, 10]"
101106,1.0,1,"(0, 10]"
101108,2.0,1,"(0, 10]"
101109,9.0,1,"(0, 10]"
101111,2.0,1,"(0, 10]"
101112,1.0,1,"(0, 10]"
101113,4.0,1,"(0, 10]"
101114,6.0,1,"(0, 10]"
101115,2.0,1,"(0, 10]"
101116,3.0,1,"(0, 10]"
101117,2.0,1,"(0, 10]"
101118,4.0,1,"(0, 10]"
101119,7.0,1,"(0, 10]"
101120,3.0,1,"(0, 10]"
101122,1.0,1,"(0, 10]"
101123,1.0,1,"(0, 10]"
101125,6.0,1,"(0, 10]"
101126,28.0,3,"(20, 405]"
101127,5.0,1,"(0, 10]"
101129,2.0,1,"(0, 10]"
101130,2.0,1,"(0, 10]"
101131,1.0,1,"(0, 10]"
101132,2.0,1,"(0, 10]"
101133,2.0,1,"(0, 10]"
101134,2.0,1,"(0, 10]"
101135,10.0,1,"(0, 10]"
101136,1.0,1,"(0, 10]"
101138,4.0,1,"(0, 10]"
101142,1.0,1,"(0, 10]"
101143,4.0,1,"(0, 10]"
101145,15.0,2,"(10, 20]"
101148,0.0,0,"(-1, 0]"
101149,1.0,1,"(0, 10]"
101150,0.0,0,"(-1, 0]"
101151,12.0,2,"(10, 20]"
101152,11.0,2,"(10, 20]"
101153,3.0,1,"(0, 10]"
101154,3.0,1,"(0, 10]"
101155,2.0,1,"(0, 10]"
101158,0.0,0,"(-1, 0]"
101159,5.0,1,"(0, 10]"
101160,0.0,0,"(-1, 0]"
101161,7.0,1,"(0, 10]"
101162,28.0,3,"(20, 405]"
101163,3.0,1,"(0, 10]"
101164,8.0,1,"(0, 10]"
101165,1.0,1,"(0, 10]"
101166,1.0,1,"(0, 10]"
101167,0.0,0,"(-1, 0]"
101169,0.0,0,"(-1, 0]"
101170,3.0,1,"(0, 10]"
101171,1.0,1,"(0, 10]"
101176,17.0,2,"(10, 20]"
101177,10.0,1,"(0, 10]"
101178,4.0,1,"(0, 10]"
101179,0.0,0,"(-1, 0]"
101180,1.0,1,"(0, 10]"
101181,1.0,1,"(0, 10]"
101182,1.0,1,"(0, 10]"
101183,0.0,0,"(-1, 0]"
101185,5.0,1,"(0, 10]"
101186,1.0,1,"(0, 10]"
101187,7.0,1,"(0, 10]"
101188,2.0,1,"(0, 10]"
101189,3.0,1,"(0, 10]"
101190,1.0,1,"(0, 10]"
101191,0.0,0,"(-1, 0]"
101192,13.0,2,"(10, 20]"
101194,6.0,1,"(0, 10]"
101195,7.0,1,"(0, 10]"
101196,2.0,1,"(0, 10]"
101197,0.0,0,"(-1, 0]"
101198,10.0,1,"(0, 10]"
101199,19.0,2,"(10, 20]"
101200,16.0,2,"(10, 20]"
101201,4.0,1,"(0, 10]"
101202,8.0,1,"(0, 10]"
101203,3.0,1,"(0, 10]"
101206,19.0,2,"(10, 20]"
101207,11.0,2,"(10, 20]"
101209,9.0,1,"(0, 10]"
101210,2.0,1,"(0, 10]"
101211,11.0,2,"(10, 20]"
101212,1.0,1,"(0, 10]"
101213,2.0,1,"(0, 10]"
101214,4.0,1,"(0, 10]"
101216,2.0,1,"(0, 10]"
101217,1.0,1,"(0, 10]"
101218,6.0,1,"(0, 10]"
101219,27.0,3,"(20, 405]"
101220,1.0,1,"(0, 10]"
101221,2.0,1,"(0, 10]"
101224,0.0,0,"(-1, 0]"
101225,5.0,1,"(0, 10]"
101226,4.0,1,"(0, 10]"
101227,1.0,1,"(0, 10]"
101228,7.0,1,"(0, 10]"
101229,4.0,1,"(0, 10]"
101230,1.0,1,"(0, 10]"
101231,2.0,1,"(0, 10]"
101232,1.0,1,"(0, 10]"
101233,8.0,1,"(0, 10]"
101234,13.0,2,"(10, 20]"
101235,2.0,1,"(0, 10]"
101236,1.0,1,"(0, 10]"
102001,3.0,1,"(0, 10]"
102002,0.0,0,"(-1, 0]"
102003,0.0,0,"(-1, 0]"
102005,0.0,0,"(-1, 0]"
102006,3.0,1,"(0, 10]"
102007,19.0,2,"(10, 20]"
102008,2.0,1,"(0, 10]"
102009,13.0,2,"(10, 20]"
102010,2.0,1,"(0, 10]"
102011,2.0,1,"(0, 10]"
102012,1.0,1,"(0, 10]"
102013,5.0,1,"(0, 10]"
102014,1.0,1,"(0, 10]"
102015,3.0,1,"(0, 10]"
102016,12.0,2,"(10, 20]"
102017,1.0,1,"(0, 10]"
102018,7.0,1,"(0, 10]"
102021,7.0,1,"(0, 10]"
102022,7.0,1,"(0, 10]"
102023,10.0,1,"(0, 10]"
102024,1.0,1,"(0, 10]"
102026,7.0,1,"(0, 10]"
102027,0.0,0,"(-1, 0]"
102028,3.0,1,"(0, 10]"
102030,0.0,0,"(-1, 0]"
102031,0.0,0,"(-1, 0]"
102032,5.0,1,"(0, 10]"
102033,2.0,1,"(0, 10]"
102034,0.0,0,"(-1, 0]"
102035,16.0,2,"(10, 20]"
102036,1.0,1,"(0, 10]"
102038,1.0,1,"(0, 10]"
102039,4.0,1,"(0, 10]"
102040,2.0,1,"(0, 10]"
102041,5.0,1,"(0, 10]"
102042,47.0,3,"(20, 405]"
102043,4.0,1,"(0, 10]"
102044,16.0,2,"(10, 20]"
102045,13.0,2,"(10, 20]"
102046,5.0,1,"(0, 10]"
102047,3.0,1,"(0, 10]"
102048,1.0,1,"(0, 10]"
102049,1.0,1,"(0, 10]"
102050,1.0,1,"(0, 10]"
102051,4.0,1,"(0, 10]"
102054,2.0,1,"(0, 10]"
102056,11.0,2,"(10, 20]"
102057,0.0,0,"(-1, 0]"
102060,5.0,1,"(0, 10]"
102061,3.0,1,"(0, 10]"
102063,2.0,1,"(0, 10]"
102064,1.0,1,"(0, 10]"
102066,3.0,1,"(0, 10]"
102067,1.0,1,"(0, 10]"
102068,1.0,1,"(0, 10]"
102070,12.0,2,"(10, 20]"
102071,12.0,2,"(10, 20]"
102073,4.0,1,"(0, 10]"
102074,1.0,1,"(0, 10]"
102075,1.0,1,"(0, 10]"
102076,49.0,3,"(20, 405]"
102077,28.0,3,"(20, 405]"
102079,6.0,1,"(0, 10]"
102080,10.0,1,"(0, 10]"
102081,1.0,1,"(0, 10]"
102082,1.0,1,"(0, 10]"
102083,2.0,1,"(0, 10]"
102084,1.0,1,"(0, 10]"
102085,45.0,3,"(20, 405]"
102086,0.0,0,"(-1, 0]"
102087,2.0,1,"(0, 10]"
102088,1.0,1,"(0, 10]"
102089,1.0,1,"(0, 10]"
102090,0.0,0,"(-1, 0]"
102091,1.0,1,"(0, 10]"
102092,9.0,1,"(0, 10]"
102093,10.0,1,"(0, 10]"
102095,7.0,1,"(0, 10]"
102096,1.0,1,"(0, 10]"
102097,1.0,1,"(0, 10]"
102098,5.0,1,"(0, 10]"
102099,2.0,1,"(0, 10]"
102100,1.0,1,"(0, 10]"
102101,9.0,1,"(0, 10]"
102103,11.0,2,"(10, 20]"
102104,2.0,1,"(0, 10]"
102105,16.0,2,"(10, 20]"
102106,2.0,1,"(0, 10]"
102107,1.0,1,"(0, 10]"
102108,0.0,0,"(-1, 0]"
102109,2.0,1,"(0, 10]"
102110,8.0,1,"(0, 10]"
102111,0.0,0,"(-1, 0]"
102112,58.0,3,"(20, 405]"
102113,37.0,3,"(20, 405]"
102114,7.0,1,"(0, 10]"
102116,1.0,1,"(0, 10]"
102118,1.0,1,"(0, 10]"
102120,1.0,1,"(0, 10]"
102121,2.0,1,"(0, 10]"
102122,10.0,1,"(0, 10]"
102123,7.0,1,"(0, 10]"
102124,1.0,1,"(0, 10]"
102125,5.0,1,"(0, 10]"
102126,1.0,1,"(0, 10]"
102127,1.0,1,"(0, 10]"
102128,10.0,1,"(0, 10]"
102129,12.0,2,"(10, 20]"
102133,1.0,1,"(0, 10]"
102134,1.0,1,"(0, 10]"
102135,6.0,1,"(0, 10]"
102137,9.0,1,"(0, 10]"
102138,29.0,3,"(20, 405]"
102140,2.0,1,"(0, 10]"
102142,1.0,1,"(0, 10]"
102144,8.0,1,"(0, 10]"
102145,9.0,1,"(0, 10]"
102146,3.0,1,"(0, 10]"
102147,7.0,1,"(0, 10]"
102148,0.0,0,"(-1, 0]"
102149,6.0,1,"(0, 10]"
102151,4.0,1,"(0, 10]"
102153,0.0,0,"(-1, 0]"
102154,2.0,1,"(0, 10]"
102155,3.0,1,"(0, 10]"
102156,8.0,1,"(0, 10]"
102157,13.0,2,"(10, 20]"
102158,4.0,1,"(0, 10]"
102159,13.0,2,"(10, 20]"
102160,2.0,1,"(0, 10]"
102161,4.0,1,"(0, 10]"
102162,2.0,1,"(0, 10]"
102163,2.0,1,"(0, 10]"
102164,1.0,1,"(0, 10]"
102165,2.0,1,"(0, 10]"
102166,11.0,2,"(10, 20]"
102167,1.0,1,"(0, 10]"
102168,10.0,1,"(0, 10]"
102171,1.0,1,"(0, 10]"
102172,11.0,2,"(10, 20]"
102173,5.0,1,"(0, 10]"
102174,9.0,1,"(0, 10]"
102176,5.0,1,"(0, 10]"
102177,0.0,0,"(-1, 0]"
102178,4.0,1,"(0, 10]"
102179,1.0,1,"(0, 10]"
102180,1.0,1,"(0, 10]"
102181,21.0,3,"(20, 405]"
102182,10.0,1,"(0, 10]"
102183,12.0,2,"(10, 20]"
102184,21.0,3,"(20, 405]"
102185,19.0,2,"(10, 20]"
102186,1.0,1,"(0, 10]"
102187,1.0,1,"(0, 10]"
102188,18.0,2,"(10, 20]"
102189,1.0,1,"(0, 10]"
102190,2.0,1,"(0, 10]"
102191,0.0,0,"(-1, 0]"
102192,11.0,2,"(10, 20]"
102193,2.0,1,"(0, 10]"
102194,5.0,1,"(0, 10]"
102195,1.0,1,"(0, 10]"
102197,3.0,1,"(0, 10]"
102198,6.0,1,"(0, 10]"
102199,0.0,0,"(-1, 0]"
102200,2.0,1,"(0, 10]"
102201,7.0,1,"(0, 10]"
102202,7.0,1,"(0, 10]"
102204,0.0,0,"(-1, 0]"
102205,0.0,0,"(-1, 0]"
102207,3.0,1,"(0, 10]"
102208,6.0,1,"(0, 10]"
102210,1.0,1,"(0, 10]"
102211,4.0,1,"(0, 10]"
102212,8.0,1,"(0, 10]"
103001,4.0,1,"(0, 10]"
103003,3.0,1,"(0, 10]"
103004,3.0,1,"(0, 10]"
103005,3.0,1,"(0, 10]"
103006,1.0,1,"(0, 10]"
103007,6.0,1,"(0, 10]"
103008,2.0,1,"(0, 10]"
103009,3.0,1,"(0, 10]"
103010,3.0,1,"(0, 10]"
103011,24.0,3,"(20, 405]"
103012,0.0,0,"(-1, 0]"
103013,40.0,3,"(20, 405]"
103014,2.0,1,"(0, 10]"
103015,7.0,1,"(0, 10]"
103017,1.0,1,"(0, 10]"
103018,4.0,1,"(0, 10]"
103019,0.0,0,"(-1, 0]"
103020,7.0,1,"(0, 10]"
103021,6.0,1,"(0, 10]"
103022,10.0,1,"(0, 10]"
103023,9.0,1,"(0, 10]"
103024,4.0,1,"(0, 10]"
103025,2.0,1,"(0, 10]"
103026,4.0,1,"(0, 10]"
103028,6.0,1,"(0, 10]"
103029,6.0,1,"(0, 10]"
103030,14.0,2,"(10, 20]"
103031,8.0,1,"(0, 10]"
103032,6.0,1,"(0, 10]"
103033,5.0,1,"(0, 10]"
103037,3.0,1,"(0, 10]"
103038,1.0,1,"(0, 10]"
103039,1.0,1,"(0, 10]"
103040,0.0,0,"(-1, 0]"
103041,1.0,1,"(0, 10]"
103042,7.0,1,"(0, 10]"
103043,1.0,1,"(0, 10]"
103044,0.0,0,"(-1, 0]"
103045,1.0,1,"(0, 10]"
103046,1.0,1,"(0, 10]"
103047,1.0,1,"(0, 10]"
103048,1.0,1,"(0, 10]"
103049,2.0,1,"(0, 10]"
103050,1.0,1,"(0, 10]"
103051,11.0,2,"(10, 20]"
103052,8.0,1,"(0, 10]"
103053,2.0,1,"(0, 10]"
103054,2.0,1,"(0, 10]"
103055,1.0,1,"(0, 10]"
103056,7.0,1,"(0, 10]"
103058,6.0,1,"(0, 10]"
103061,3.0,1,"(0, 10]"
103062,3.0,1,"(0, 10]"
103063,5.0,1,"(0, 10]"
103064,7.0,1,"(0, 10]"
103065,1.0,1,"(0, 10]"
103066,1.0,1,"(0, 10]"
103067,32.0,3,"(20, 405]"
103068,6.0,1,"(0, 10]"
103069,19.0,2,"(10, 20]"
103070,0.0,0,"(-1, 0]"
103071,4.0,1,"(0, 10]"
103073,1.0,1,"(0, 10]"
103074,5.0,1,"(0, 10]"
103075,2.0,1,"(0, 10]"
103077,4.0,1,"(0, 10]"
103078,30.0,3,"(20, 405]"
103079,1.0,1,"(0, 10]"
103080,17.0,2,"(10, 20]"
103082,2.0,1,"(0, 10]"
103083,1.0,1,"(0, 10]"
103085,33.0,3,"(20, 405]"
103086,2.0,1,"(0, 10]"
103087,1.0,1,"(0, 10]"
103088,1.0,1,"(0, 10]"
103089,17.0,2,"(10, 20]"
103090,4.0,1,"(0, 10]"
103092,1.0,1,"(0, 10]"
103093,3.0,1,"(0, 10]"
103094,7.0,1,"(0, 10]"
103095,1.0,1,"(0, 10]"
103096,1.0,1,"(0, 10]"
103097,1.0,1,"(0, 10]"
103098,5.0,1,"(0, 10]"
103099,12.0,2,"(10, 20]"
103100,6.0,1,"(0, 10]"
103101,6.0,1,"(0, 10]"
103102,20.0,2,"(10, 20]"
103103,17.0,2,"(10, 20]"
103106,4.0,1,"(0, 10]"
103107,3.0,1,"(0, 10]"
103108,30.0,3,"(20, 405]"
103109,0.0,0,"(-1, 0]"
103110,3.0,1,"(0, 10]"
103111,9.0,1,"(0, 10]"
103112,7.0,1,"(0, 10]"
103114,4.0,1,"(0, 10]"
103115,42.0,3,"(20, 405]"
103116,2.0,1,"(0, 10]"
103117,0.0,0,"(-1, 0]"
103118,1.0,1,"(0, 10]"
103120,0.0,0,"(-1, 0]"
103122,0.0,0,"(-1, 0]"
103123,0.0,0,"(-1, 0]"
103124,15.0,2,"(10, 20]"
103125,1.0,1,"(0, 10]"
103126,1.0,1,"(0, 10]"
103127,0.0,0,"(-1, 0]"
103128,2.0,1,"(0, 10]"
103130,1.0,1,"(0, 10]"
103131,3.0,1,"(0, 10]"
103133,5.0,1,"(0, 10]"
103134,0.0,0,"(-1, 0]"
103135,4.0,1,"(0, 10]"
103136,5.0,1,"(0, 10]"
103138,3.0,1,"(0, 10]"
103139,6.0,1,"(0, 10]"
103141,0.0,0,"(-1, 0]"
103142,0.0,0,"(-1, 0]"
103143,2.0,1,"(0, 10]"
103144,0.0,0,"(-1, 0]"
103145,1.0,1,"(0, 10]"
103146,4.0,1,"(0, 10]"
103147,1.0,1,"(0, 10]"
103148,16.0,2,"(10, 20]"
103149,0.0,0,"(-1, 0]"
103150,2.0,1,"(0, 10]"
103152,7.0,1,"(0, 10]"
103153,10.0,1,"(0, 10]"
103154,4.0,1,"(0, 10]"
103155,36.0,3,"(20, 405]"
103156,2.0,1,"(0, 10]"
103157,1.0,1,"(0, 10]"
103158,2.0,1,"(0, 10]"
103159,6.0,1,"(0, 10]"
103161,1.0,1,"(0, 10]"
103162,3.0,1,"(0, 10]"
103163,6.0,1,"(0, 10]"
103164,6.0,1,"(0, 10]"
103165,5.0,1,"(0, 10]"
103166,1.0,1,"(0, 10]"
103167,52.0,3,"(20, 405]"
103168,7.0,1,"(0, 10]"
103169,4.0,1,"(0, 10]"
103170,15.0,2,"(10, 20]"
103171,51.0,3,"(20, 405]"
103172,0.0,0,"(-1, 0]"
103176,1.0,1,"(0, 10]"
103177,3.0,1,"(0, 10]"
103178,1.0,1,"(0, 10]"
103179,29.0,3,"(20, 405]"
103180,1.0,1,"(0, 10]"
103181,1.0,1,"(0, 10]"
103183,14.0,2,"(10, 20]"
103184,4.0,1,"(0, 10]"
103185,1.0,1,"(0, 10]"
103186,4.0,1,"(0, 10]"
103187,6.0,1,"(0, 10]"
103188,12.0,2,"(10, 20]"
103189,0.0,0,"(-1, 0]"
103190,4.0,1,"(0, 10]"
103191,6.0,1,"(0, 10]"
103192,5.0,1,"(0, 10]"
103194,2.0,1,"(0, 10]"
103195,11.0,2,"(10, 20]"
103196,7.0,1,"(0, 10]"
103197,9.0,1,"(0, 10]"
103198,11.0,2,"(10, 20]"
103199,5.0,1,"(0, 10]"
103203,2.0,1,"(0, 10]"
103204,2.0,1,"(0, 10]"
103205,4.0,1,"(0, 10]"
103206,1.0,1,"(0, 10]"
103208,3.0,1,"(0, 10]"
103209,10.0,1,"(0, 10]"
103211,2.0,1,"(0, 10]"
103213,1.0,1,"(0, 10]"
103214,1.0,1,"(0, 10]"
103215,3.0,1,"(0, 10]"
103217,11.0,2,"(10, 20]"
103219,3.0,1,"(0, 10]"
103220,10.0,1,"(0, 10]"
103221,2.0,1,"(0, 10]"
103222,2.0,1,"(0, 10]"
103223,28.0,3,"(20, 405]"
103224,3.0,1,"(0, 10]"
103225,1.0,1,"(0, 10]"
103226,1.0,1,"(0, 10]"
103227,3.0,1,"(0, 10]"
103229,8.0,1,"(0, 10]"
103230,19.0,2,"(10, 20]"
103231,3.0,1,"(0, 10]"
103232,4.0,1,"(0, 10]"
103233,12.0,2,"(10, 20]"
103235,7.0,1,"(0, 10]"
103237,4.0,1,"(0, 10]"
103238,0.0,0,"(-1, 0]"
103239,54.0,3,"(20, 405]"
103240,7.0,1,"(0, 10]"
103241,20.0,2,"(10, 20]"
103242,4.0,1,"(0, 10]"
103243,0.0,0,"(-1, 0]"
103246,3.0,1,"(0, 10]"
103247,7.0,1,"(0, 10]"
103248,3.0,1,"(0, 10]"
103249,1.0,1,"(0, 10]"
103250,1.0,1,"(0, 10]"
103251,1.0,1,"(0, 10]"
103252,2.0,1,"(0, 10]"
103254,1.0,1,"(0, 10]"
103255,9.0,1,"(0, 10]"
103256,20.0,2,"(10, 20]"
103257,3.0,1,"(0, 10]"
103258,2.0,1,"(0, 10]"
103259,2.0,1,"(0, 10]"
103260,2.0,1,"(0, 10]"
103261,1.0,1,"(0, 10]"
103262,2.0,1,"(0, 10]"
103263,1.0,1,"(0, 10]"
103265,4.0,1,"(0, 10]"
104002,1.0,1,"(0, 10]"
104003,3.0,1,"(0, 10]"
104004,0.0,0,"(-1, 0]"
104005,24.0,3,"(20, 405]"
104007,0.0,0,"(-1, 0]"
104008,1.0,1,"(0, 10]"
104009,1.0,1,"(0, 10]"
104010,2.0,1,"(0, 10]"
104011,2.0,1,"(0, 10]"
104012,0.0,0,"(-1, 0]"
104015,0.0,0,"(-1, 0]"
104016,19.0,2,"(10, 20]"
104017,11.0,2,"(10, 20]"
104018,0.0,0,"(-1, 0]"
104019,1.0,1,"(0, 10]"
104020,0.0,0,"(-1, 0]"
104021,6.0,1,"(0, 10]"
104022,2.0,1,"(0, 10]"
104023,13.0,2,"(10, 20]"
104024,0.0,0,"(-1, 0]"
104025,1.0,1,"(0, 10]"
104026,17.0,2,"(10, 20]"
104027,2.0,1,"(0, 10]"
104028,1.0,1,"(0, 10]"
104029,6.0,1,"(0, 10]"
104031,0.0,0,"(-1, 0]"
104032,1.0,1,"(0, 10]"
104034,0.0,0,"(-1, 0]"
104035,16.0,2,"(10, 20]"
104036,29.0,3,"(20, 405]"
104037,27.0,3,"(20, 405]"
104038,3.0,1,"(0, 10]"
104039,1.0,1,"(0, 10]"
104041,4.0,1,"(0, 10]"
104042,4.0,1,"(0, 10]"
104043,8.0,1,"(0, 10]"
104044,2.0,1,"(0, 10]"
104045,21.0,3,"(20, 405]"
104047,1.0,1,"(0, 10]"
104048,2.0,1,"(0, 10]"
104049,7.0,1,"(0, 10]"
104050,3.0,1,"(0, 10]"
104051,1.0,1,"(0, 10]"
104052,0.0,0,"(-1, 0]"
104053,1.0,1,"(0, 10]"
104054,9.0,1,"(0, 10]"
104055,1.0,1,"(0, 10]"
104056,18.0,2,"(10, 20]"
104057,3.0,1,"(0, 10]"
